assists_by,assists_for,match_id,minutes_played,num_assists,num_goals,num_nutmegs,opponent,season_id
{'Andrés Iniesta Luján': 1},{},69326.0,90.0,0.0,1.0,1.0,Sevilla,23.0
"{'Andrés Iniesta Luján': 1, 'Thiago Alcântara do Nascimento': 1}",{'Francesc Fàbregas i Soler': 1},69268.0,90.0,1.0,2.0,0.0,Villarreal,23.0
{'Adriano Correia Claro': 1},{},69320.0,90.0,0.0,4.0,0.0,Espanyol,23.0
{},{},69312.0,90.0,0.0,0.0,0.0,Espanyol,23.0
{'Daniel Alves da Silva': 1},{'Daniel Alves da Silva': 1},69314.0,90.0,1.0,3.0,0.0,Mallorca,23.0
{},{},69318.0,90.0,0.0,0.0,0.0,Granada,23.0
{},{},69338.0,90.0,0.0,0.0,0.0,Villarreal,23.0
"{'Francesc Fàbregas i Soler': 2, 'Daniel Alves da Silva': 1}","{'Francesc Fàbregas i Soler': 1, 'Xavier Hernández Creus': 1}",70220.0,90.0,2.0,3.0,0.0,Osasuna,23.0
{'Pedro Eliezer Rodríguez Ledesma': 2},"{'Pedro Eliezer Rodríguez Ledesma': 1, 'Seydou Kéita': 1}",70224.0,90.0,2.0,2.0,0.0,Rayo Vallecano,23.0
{'Alexis Alejandro Sánchez Sánchez': 1},{},70221.0,90.0,0.0,2.0,0.0,Levante,23.0
{},{'Andrés Iniesta Luján': 1},69323.0,90.0,1.0,1.0,0.0,Athletic Club,23.0
{'Daniel Alves da Silva': 1},{},69276.0,90.0,0.0,3.0,1.0,Atlético Madrid,22.0
{},{},69304.0,38.0,0.0,0.0,0.0,Villarreal,22.0
{'David Villa Sánchez': 1},{'Pedro Eliezer Rodríguez Ledesma': 1},69307.0,90.0,1.0,2.0,0.0,Osasuna,22.0
{'Daniel Alves da Silva': 1},{},69271.0,31.0,0.0,1.0,0.0,Osasuna,22.0
{},{'Thiago Alcântara do Nascimento': 1},69305.0,90.0,1.0,2.0,0.0,Almería,22.0
{},{'David Villa Sánchez': 1},69278.0,90.0,1.0,0.0,2.0,Málaga,22.0
{},"{'Pedro Eliezer Rodríguez Ledesma': 1, 'David Villa Sánchez': 1}",69275.0,90.0,2.0,0.0,0.0,Espanyol,22.0
{},{'Pedro Eliezer Rodríguez Ledesma': 1},69295.0,90.0,1.0,1.0,0.0,Racing Santander,22.0
{'David Villa Sánchez': 1},{'David Villa Sánchez': 1},69270.0,90.0,1.0,1.0,0.0,Getafe,22.0
{},{'Bojan Krkíc Pérez': 1},69303.0,90.0,1.0,0.0,0.0,Getafe,22.0
{},{},69245.0,90.0,0.0,1.0,0.0,Real Madrid,22.0
{},{},69287.0,90.0,0.0,0.0,0.0,Hércules,22.0
{'Daniel Alves da Silva': 2},{},69296.0,90.0,0.0,2.0,0.0,Hércules,22.0
{},{},69260.0,90.0,0.0,0.0,0.0,Valencia,22.0
{'Pedro Eliezer Rodríguez Ledesma': 1},{'Gerard Piqué Bernabéu': 1},69269.0,90.0,1.0,1.0,0.0,Atlético Madrid,22.0
{},{'Thiago Alcântara do Nascimento': 1},69246.0,90.0,1.0,0.0,0.0,Real Sociedad,22.0
"{'Daniel Alves da Silva': 1, 'Bojan Krkíc Pérez': 1}",{},69302.0,90.0,0.0,2.0,0.0,Real Sociedad,22.0
{'Daniel Alves da Silva': 1},{},69282.0,90.0,0.0,1.0,0.0,Athletic Club,22.0
{'Adriano Correia Claro': 1},{},69274.0,90.0,0.0,1.0,0.0,Valencia,22.0
{'Seydou Kéita': 1},{},69283.0,90.0,0.0,1.0,0.0,Mallorca,22.0
{},"{'David Villa Sánchez': 1, 'Pedro Eliezer Rodríguez Ledesma': 1}",69280.0,90.0,2.0,1.0,0.0,Deportivo La Coruna,22.0
{'Andrés Iniesta Luján': 1},{},69286.0,90.0,0.0,1.0,0.0,Racing Santander,22.0
{},{},69291.0,90.0,0.0,0.0,1.0,Sevilla,22.0
{'Pedro Eliezer Rodríguez Ledesma': 1},{},69236.0,90.0,0.0,1.0,0.0,Mallorca,22.0
{},{},69234.0,90.0,0.0,0.0,0.0,Espanyol,22.0
{},{},69272.0,90.0,0.0,0.0,0.0,Levante,22.0
{'Pedro Eliezer Rodríguez Ledesma': 1},{},69308.0,90.0,0.0,2.0,0.0,Villarreal,22.0
{},{'David Villa Sánchez': 2},69299.0,90.0,2.0,0.0,0.0,Real Madrid,22.0
{},{},69300.0,90.0,0.0,0.0,0.0,Real Zaragoza,22.0
{},{'David Villa Sánchez': 1},69289.0,90.0,1.0,2.0,0.0,Sevilla,22.0
{'David Villa Sánchez': 1},{},69263.0,90.0,0.0,2.0,0.0,Real Zaragoza,22.0
{'David Villa Sánchez': 1},{'Bojan Krkíc Pérez': 2},69306.0,90.0,2.0,3.0,0.0,Almería,22.0
{},{'David Villa Sánchez': 1},69248.0,90.0,1.0,0.0,1.0,Sporting Gijón,22.0
"{'Daniel Alves da Silva': 1, 'Eric-Sylvain Bilal Abidal': 1}",{},69243.0,90.0,0.0,2.0,0.0,Sevilla,21.0
{'Daniel Alves da Silva': 1},{},69241.0,90.0,0.0,2.0,0.0,Tenerife,21.0
{'Maxwell Scherrer Cabelino Andrade': 1},{},69239.0,90.0,0.0,1.0,1.0,Sevilla,21.0
{},{},69257.0,90.0,0.0,0.0,0.0,Osasuna,21.0
{'Andrés Iniesta Luján': 1},{'Seydou Kéita': 1},69253.0,90.0,1.0,1.0,1.0,Real Zaragoza,21.0
"{'Daniel Alves da Silva': 1, 'Xavier Hernández Creus': 1}",{},69244.0,90.0,0.0,2.0,0.0,Villarreal,21.0
{},{},69277.0,90.0,0.0,0.0,0.0,Osasuna,21.0
{'Zlatan Ibrahimović': 1},{},69229.0,33.0,0.0,1.0,0.0,Getafe,21.0
{'Bojan Krkíc Pérez': 3},{'Carles Puyol i Saforcada': 1},69219.0,90.0,1.0,3.0,0.0,Tenerife,21.0
"{'Daniel Alves da Silva': 1, 'Pedro Eliezer Rodríguez Ledesma': 1}",{},69218.0,90.0,0.0,2.0,0.0,Deportivo La Coruna,21.0
{},{},69250.0,40.0,0.0,1.0,1.0,Mallorca,21.0
{'Gnégnéri Yaya Touré': 2},{'Pedro Eliezer Rodríguez Ledesma': 1},69242.0,90.0,1.0,2.0,0.0,Real Valladolid,21.0
{},{},69256.0,90.0,0.0,0.0,0.0,Almería,21.0
{},{},69298.0,40.0,0.0,0.0,0.0,Mallorca,21.0
{'Xavier Hernández Creus': 1},{},69259.0,90.0,0.0,1.0,0.0,Real Madrid,21.0
"{'Thierry Henry': 2, 'Xavier Hernández Creus': 1}",{},69224.0,90.0,0.0,3.0,0.0,Valencia,21.0
{'Zlatan Ibrahimović': 1},{'Daniel Alves da Silva': 1},69210.0,90.0,1.0,1.0,0.0,Real Valladolid,21.0
{},{},69220.0,90.0,0.0,0.0,1.0,Sporting Gijón,21.0
{},{},69237.0,90.0,0.0,0.0,1.0,Atlético Madrid,21.0
{},{},69226.0,90.0,0.0,2.0,0.0,Almería,21.0
{},{},69252.0,90.0,0.0,0.0,1.0,Valencia,21.0
{},{'Zlatan Ibrahimović': 1},69255.0,90.0,1.0,0.0,0.0,Málaga,21.0
{},{},69214.0,39.0,0.0,0.0,0.0,Xerez,21.0
{},{},69262.0,90.0,0.0,0.0,0.0,Real Madrid,21.0
{'Gnégnéri Yaya Touré': 1},{'Xavier Hernández Creus': 1},69240.0,90.0,1.0,1.0,0.0,Getafe,21.0
{},{'Thiago Alcântara do Nascimento': 1},69233.0,90.0,1.0,0.0,0.0,Racing Santander,21.0
{},{},69213.0,90.0,0.0,0.0,0.0,Espanyol,21.0
{'Daniel Alves da Silva': 1},{},69238.0,90.0,0.0,1.0,2.0,Málaga,21.0
{},{'Zlatan Ibrahimović': 1},69267.0,36.0,1.0,0.0,0.0,Xerez,21.0
{},{},69288.0,90.0,0.0,0.0,0.0,Athletic Club,21.0
{'Xavier Hernández Creus': 2},{'Zlatan Ibrahimović': 1},69254.0,90.0,1.0,2.0,0.0,Racing Santander,21.0
"{'Daniel Alves da Silva': 1, 'Xavier Hernández Creus': 1}",{'Seydou Kéita': 1},69292.0,90.0,1.0,2.0,0.0,Atlético Madrid,21.0
"{'Pedro Eliezer Rodríguez Ledesma': 1, 'Andrés Iniesta Luján': 1}",{},69227.0,90.0,0.0,3.0,0.0,Real Zaragoza,21.0
{'Pedro Eliezer Rodríguez Ledesma': 1},{},69247.0,90.0,0.0,1.0,0.0,Athletic Club,21.0
{},{},69221.0,90.0,0.0,0.0,0.0,Deportivo La Coruna,21.0
{'Thierry Henry': 1},{},69225.0,90.0,0.0,1.0,1.0,Real Madrid,41.0
{},{},69212.0,90.0,0.0,1.0,1.0,Atlético Madrid,41.0
{},{},69235.0,90.0,0.0,1.0,0.0,Málaga,41.0
{},"{'Thierry Henry': 1, 'Samuel Eto""o Fils': 1}",69232.0,90.0,2.0,0.0,0.0,Almería,41.0
{},{},69216.0,90.0,0.0,1.0,0.0,Athletic Club,41.0
{},{},69209.0,32.0,0.0,2.0,0.0,Racing Santander,41.0
{},"{'Daniel Alves da Silva': 1, 'Samuel Eto""o Fils': 1}",69231.0,90.0,2.0,0.0,1.0,Sporting Gijón,41.0
{},{},69217.0,90.0,0.0,0.0,0.0,Villarreal,41.0
{},{},69273.0,32.0,0.0,0.0,0.0,Real Valladolid,41.0
{},{},69222.0,90.0,0.0,0.0,0.0,Recreativo Huelva,41.0
{},{},69223.0,90.0,0.0,1.0,0.0,Getafe,41.0
{},{},69195.0,34.0,0.0,0.0,1.0,Real Betis,41.0
{'Andrés Iniesta Luján': 1},{},69251.0,90.0,0.0,1.0,0.0,Valencia,41.0
{'Thierry Henry': 1},{},69185.0,90.0,0.0,1.0,0.0,Atlético Madrid,41.0
{'Xavier Hernández Creus': 1},{},69142.0,90.0,0.0,1.0,1.0,Málaga,41.0
{},{},69139.0,90.0,0.0,0.0,0.0,Espanyol,41.0
{'Daniel Alves da Silva': 1},{'Thierry Henry': 1},69189.0,90.0,1.0,2.0,0.0,Numancia,41.0
"{'Xavier Hernández Creus': 1, 'Aliaksandr Hleb': 1}",{},69171.0,90.0,0.0,2.0,0.0,Sevilla,41.0
{'Xavier Hernández Creus': 1},{'Thierry Henry': 1},69249.0,90.0,1.0,2.0,0.0,Real Madrid,41.0
{},{},69215.0,32.0,0.0,1.0,0.0,Racing Santander,41.0
{'Xavier Hernández Creus': 1},{'Andrés Iniesta Luján': 1},69138.0,90.0,1.0,2.0,0.0,Sporting Gijón,41.0
{},{},69147.0,90.0,0.0,0.0,0.0,Numancia,41.0
{},{},69177.0,90.0,0.0,0.0,1.0,Almería,41.0
{},"{'Samuel Eto""o Fils': 2}",69207.0,90.0,2.0,0.0,1.0,Real Betis,41.0
{},{},69228.0,90.0,0.0,0.0,1.0,Villarreal,41.0
{'Xavier Hernández Creus': 1},{},69183.0,90.0,0.0,1.0,0.0,Deportivo La Coruna,41.0
{},"{'Samuel Eto""o Fils': 1}",69279.0,90.0,1.0,0.0,0.0,Real Valladolid,41.0
{'Daniel Alves da Silva': 1},{},69285.0,90.0,0.0,1.0,0.0,Recreativo Huelva,41.0
{},{},69211.0,90.0,0.0,1.0,0.0,Espanyol,41.0
{},"{'Samuel Eto""o Fils': 1}",69230.0,90.0,1.0,1.0,0.0,Osasuna,41.0
{},{},69149.0,90.0,0.0,0.0,0.0,Valencia,41.0
{'Anderson Luís de Souza': 1},{'Thierry Henry': 1},69151.0,90.0,1.0,1.0,0.0,Levante,40.0
{'Ronaldo de Assis Moreira': 1},{},69144.0,90.0,0.0,1.0,0.0,Atlético Madrid,40.0
{},{},69169.0,90.0,0.0,0.0,1.0,Athletic Club,40.0
{'Xavier Hernández Creus': 1},"{'Samuel Eto""o Fils': 2}",68360.0,90.0,2.0,1.0,0.0,Levante,40.0
{},{'Giovani dos Santos Ramírez': 2},69186.0,90.0,2.0,0.0,0.0,Real Murcia,40.0
{},{},69180.0,90.0,0.0,0.0,0.0,Racing Santander,40.0
"{'Thierry Henry': 1, 'Anderson Luís de Souza': 1}",{},69143.0,90.0,0.0,2.0,0.0,Real Zaragoza,40.0
{},{},69181.0,90.0,0.0,0.0,1.0,Athletic Club,40.0
{},{},68365.0,34.0,0.0,0.0,0.0,Atlético Madrid,40.0
{},{},69178.0,90.0,0.0,0.0,0.0,Getafe,40.0
{},{'Bojan Krkíc Pérez': 1},68364.0,90.0,1.0,0.0,1.0,Villarreal,40.0
{},{},69170.0,90.0,0.0,0.0,0.0,Deportivo La Coruna,40.0
{},{},68359.0,45.0,0.0,0.0,0.0,Espanyol,40.0
{},{'Andrés Iniesta Luján': 1},68356.0,90.0,1.0,0.0,0.0,Espanyol,40.0
{},{},69158.0,16.0,0.0,1.0,0.0,Almería,40.0
{},{},69187.0,90.0,0.0,0.0,0.0,Osasuna,40.0
{},{},68363.0,90.0,0.0,0.0,0.0,Real Valladolid,40.0
{},{},69166.0,90.0,0.0,0.0,0.0,Real Betis,40.0
{},{},68366.0,90.0,0.0,0.0,0.0,Mallorca,40.0
{'Thierry Henry': 1},{},69148.0,90.0,0.0,2.0,2.0,Sevilla,40.0
{},{},69184.0,90.0,0.0,1.0,3.0,Recreativo Huelva,40.0
{},{},69173.0,25.0,0.0,0.0,0.0,Racing Santander,40.0
{},{'Xavier Hernández Creus': 1},69146.0,90.0,1.0,0.0,0.0,Sevilla,40.0
{},{},69182.0,90.0,0.0,0.0,0.0,Real Zaragoza,40.0
{},{},68358.0,26.0,0.0,0.0,0.0,Recreativo Huelva,40.0
{},{'Thierry Henry': 1},68361.0,90.0,1.0,0.0,0.0,Real Madrid,40.0
{},{'Thierry Henry': 1},69141.0,90.0,1.0,1.0,0.0,Valencia,40.0
{},"{'Samuel Eto""o Fils': 2}",69145.0,90.0,2.0,0.0,0.0,Valencia,40.0
"{'Samuel Eto""o Fils': 1, 'Giovanni van Bronckhorst': 1}",{},69176.0,90.0,0.0,2.0,0.0,Atlético Madrid,39.0
{},{},69179.0,90.0,0.0,0.0,2.0,Real Zaragoza,39.0
{},{},68334.0,90.0,0.0,0.0,0.0,Sevilla,39.0
{},{},68333.0,24.0,0.0,0.0,0.0,Athletic Club,39.0
{'Anderson Luís de Souza': 1},{'Carles Puyol i Saforcada': 1},68336.0,90.0,1.0,2.0,0.0,Gimnàstic Tarragona,39.0
{'Andrés Iniesta Luján': 1},"{'Samuel Eto""o Fils': 1}",68326.0,90.0,1.0,1.0,1.0,Celta Vigo,39.0
{},{},69162.0,90.0,0.0,0.0,1.0,Real Betis,39.0
"{'Samuel Eto""o Fils': 1, 'Ronaldo de Assis Moreira': 1}",{},68335.0,90.0,0.0,3.0,0.0,Real Madrid,39.0
{},{},68332.0,35.0,0.0,0.0,0.0,Valencia,39.0
{},{},68330.0,90.0,0.0,0.0,1.0,Real Madrid,39.0
{'Xavier Hernández Creus': 1},{},68329.0,90.0,0.0,1.0,0.0,Sevilla,39.0
{},{},68341.0,90.0,0.0,1.0,0.0,Recreativo Huelva,39.0
{'Anderson Luís de Souza': 1},{},69165.0,90.0,0.0,2.0,0.0,Espanyol,39.0
{},{},69155.0,90.0,0.0,0.0,0.0,Villarreal,39.0
{},{},69154.0,23.0,0.0,0.0,0.0,Racing Santander,39.0
{},{},69156.0,90.0,0.0,0.0,1.0,Levante,39.0
{},{},69159.0,90.0,0.0,0.0,0.0,Mallorca,39.0
{'Ronaldo de Assis Moreira': 1},{},69175.0,90.0,0.0,1.0,0.0,Deportivo La Coruna,39.0
{},{},69160.0,90.0,0.0,0.0,1.0,Real Sociedad,39.0
{},{},68331.0,90.0,0.0,0.0,0.0,Real Zaragoza,39.0
{},{},68328.0,90.0,0.0,0.0,0.0,Valencia,39.0
{},{},68340.0,90.0,0.0,0.0,0.0,Racing Santander,39.0
{},{},69174.0,90.0,0.0,0.0,0.0,Deportivo La Coruna,39.0
{},{},68347.0,90.0,0.0,0.0,1.0,Athletic Club,39.0
"{'Samuel Eto""o Fils': 1}",{},68327.0,90.0,0.0,1.0,0.0,Osasuna,39.0
{},{},69157.0,90.0,0.0,0.0,0.0,Getafe,39.0
{},{},69164.0,29.0,0.0,0.0,0.0,Málaga,38.0
{},{},68324.0,18.0,0.0,1.0,0.0,Deportivo Alavés,38.0
{},{},68320.0,90.0,0.0,0.0,0.0,Villarreal,38.0
{},{},68323.0,90.0,0.0,0.0,0.0,Celta Vigo,38.0
{},{},69172.0,15.0,0.0,1.0,0.0,Real Betis,38.0
{},{},68339.0,22.0,0.0,0.0,0.0,Getafe,38.0
{},{},68348.0,90.0,0.0,0.0,0.0,Espanyol,38.0
"{'Samuel Eto""o Fils': 1}",{},68354.0,90.0,0.0,1.0,0.0,Racing Santander,38.0
{},{},68351.0,90.0,0.0,0.0,0.0,Real Zaragoza,38.0
{},{},68317.0,24.0,0.0,0.0,0.0,Real Zaragoza,38.0
{},{},68350.0,90.0,0.0,0.0,0.0,Atlético Madrid,38.0
"{'Sylvio Mendes Campos Junior': 1, 'Ronaldo de Assis Moreira': 1}",{},68325.0,17.0,0.0,2.0,0.0,Mallorca,38.0
{},{},68321.0,90.0,0.0,0.0,0.0,Sevilla,38.0
{},{},68319.0,90.0,0.0,0.0,0.0,Real Madrid,38.0
{},{},68342.0,90.0,0.0,1.0,0.0,Athletic Club,38.0
{},"{'Samuel Eto""o Fils': 1}",68322.0,90.0,1.0,0.0,0.0,Cádiz,38.0
{},{},68318.0,90.0,0.0,0.0,0.0,Osasuna,38.0
{},{},68314.0,9.0,0.0,0.0,0.0,Málaga,37.0
{},{},68313.0,18.0,0.0,0.0,0.0,Osasuna,37.0
{'Ronaldo de Assis Moreira': 1},{},68316.0,3.0,0.0,1.0,0.0,Albacete,37.0
{},{},68315.0,33.0,0.0,0.0,0.0,Levante,37.0
{},{},69153.0,-6.0,0.0,0.0,0.0,Albacete,37.0
{},{},68352.0,5.0,0.0,0.0,0.0,Getafe,37.0
{},{},68353.0,9.0,0.0,0.0,0.0,Espanyol,37.0
